date,day_of_week,season,temperature,rain,local_event,predicted_total_demand,dish1_sales_yesterday,dish2_sales_yesterday,dish3_sales_yesterday,dish1_probability,dish2_probability,dish3_probability
2031-09-10,Wednesday,Autumn,19.8,0,0,111,7,31,5,0.49,0.316,0.193
2031-09-11,Thursday,Autumn,24.2,0,0,126,5,37,16,0.473,0.308,0.219
2031-09-12,Friday,Autumn,7.7,0,0,101,5,44,22,0.344,0.38,0.276
2031-09-13,Saturday,Autumn,27.1,1,0,130,7,41,29,0.441,0.28,0.28
2031-09-14,Sunday,Autumn,19.2,0,0,162,6,43,18,0.432,0.337,0.23
2031-09-15,Monday,Autumn,13.1,1,0,79,5,39,18,0.377,0.331,0.291
2031-09-16,Tuesday,Autumn,19.1,0,0,78,5,36,17,0.444,0.32,0.236
2031-09-17,Wednesday,Autumn,16.8,0,0,107,5,27,14,0.455,0.304,0.241
2031-09-18,Thursday,Autumn,21.7,0,0,119,5,30,12,0.482,0.3,0.218
2031-09-19,Friday,Autumn,15.0,0,0,119,6,26,11,0.456,0.31,0.235
2031-09-20,Saturday,Autumn,7.7,0,0,139,5,22,5,0.423,0.338,0.239
2031-09-21,Sunday,Autumn,-6.4,0,0,112,5,15,8,0.289,0.382,0.329
2031-09-22,Monday,Autumn,-8.0,0,0,70,6,20,5,0.271,0.421,0.308
2031-09-23,Tuesday,Autumn,20.2,0,0,107,10,17,13,0.515,0.252,0.233
2031-09-24,Wednesday,Autumn,15.7,1,0,90,9,25,27,0.415,0.262,0.323
2031-09-25,Thursday,Autumn,-15.9,0,0,52,11,33,25,0.151,0.451,0.399
2031-09-26,Friday,Autumn,29.6,1,0,92,17,32,27,0.494,0.241,0.266
2031-09-27,Saturday,Autumn,8.8,0,0,113,19,31,19,0.43,0.313,0.257
2031-09-28,Sunday,Autumn,10.6,1,1,144,12,36,19,0.368,0.352,0.281
2031-09-29,Monday,Autumn,41.5,0,0,146,16,33,17,0.578,0.239,0.184
2031-09-30,Tuesday,Autumn,11.1,1,0,60,14,24,15,0.426,0.28,0.294
2031-10-01,Wednesday,Autumn,8.9,0,0,84,12,23,13,0.437,0.308,0.256
2031-10-02,Thursday,Autumn,-5.7,0,0,60,18,20,17,0.339,0.34,0.321
2031-10-03,Friday,Autumn,11.4,0,0,94,19,20,20,0.467,0.266,0.266
2031-10-04,Saturday,Autumn,22.8,1,0,149,17,17,18,0.509,0.219,0.273
2031-10-05,Sunday,Autumn,12.6,0,0,147,18,7,17,0.51,0.22,0.271
2031-10-06,Monday,Autumn,11.1,0,0,87,21,6,17,0.512,0.216,0.272
2031-10-07,Tuesday,Autumn,22.2,0,0,108,23,6,8,0.6,0.195,0.205
2031-10-08,Wednesday,Autumn,7.3,1,0,60,30,19,15,0.462,0.251,0.287
2031-10-09,Thursday,Autumn,-1.1,1,1,89,28,14,22,0.374,0.294,0.332
2031-10-10,Friday,Autumn,9.3,0,0,102,28,18,17,0.493,0.256,0.251
2031-10-11,Saturday,Autumn,33.1,0,0,159,30,19,23,0.589,0.198,0.213
2031-10-12,Sunday,Autumn,1.5,0,0,137,34,19,32,0.429,0.255,0.316
2031-10-13,Monday,Autumn,16.7,1,0,86,32,26,34,0.468,0.229,0.303
2031-10-14,Tuesday,Autumn,-2.0,1,0,61,35,40,23,0.367,0.327,0.306
2031-10-15,Wednesday,Autumn,26.6,1,0,110,28,45,27,0.482,0.269,0.249
2031-10-16,Thursday,Autumn,21.7,1,0,80,28,50,21,0.463,0.298,0.239
2031-10-17,Friday,Autumn,-2.9,1,0,44,37,56,29,0.336,0.362,0.303
2031-10-18,Saturday,Autumn,-0.5,1,0,107,29,61,29,0.319,0.379,0.301
2031-10-19,Sunday,Autumn,8.7,0,1,168,40,62,24,0.407,0.383,0.209
2031-10-20,Monday,Autumn,15.2,0,0,95,42,53,29,0.467,0.308,0.225
2031-10-21,Tuesday,Autumn,5.8,1,0,60,39,52,30,0.396,0.32,0.284
2031-10-22,Wednesday,Autumn,1.6,1,0,80,37,60,28,0.359,0.358,0.283
2031-10-23,Thursday,Autumn,14.0,1,0,81,39,62,28,0.425,0.324,0.251
2031-10-24,Friday,Autumn,14.9,0,0,109,35,50,33,0.448,0.306,0.246
2031-10-25,Saturday,Autumn,7.0,0,0,142,29,60,29,0.382,0.368,0.249
2031-10-26,Sunday,Autumn,11.9,0,1,163,35,60,36,0.397,0.362,0.241
2031-10-27,Monday,Autumn,28.9,0,0,114,36,62,30,0.495,0.302,0.203
2031-10-28,Tuesday,Autumn,19.2,1,0,87,39,66,30,0.439,0.318,0.243
2031-10-29,Wednesday,Autumn,8.5,0,0,97,44,68,36,0.408,0.35,0.242
2031-10-30,Thursday,Autumn,3.0,1,0,57,44,73,37,0.358,0.361,0.281
2031-10-31,Friday,Autumn,16.0,0,0,120,54,71,36,0.458,0.324,0.218
2031-11-01,Saturday,Autumn,30.4,1,0,149,50,69,33,0.493,0.286,0.221
2031-11-02,Sunday,Autumn,12.1,1,0,98,60,79,32,0.433,0.334,0.233
2031-11-03,Monday,Autumn,24.4,0,0,126,67,78,34,0.504,0.307,0.189
2031-11-04,Tuesday,Autumn,33.4,1,0,114,74,76,29,0.534,0.276,0.19
2031-11-05,Wednesday,Autumn,12.5,0,0,106,76,71,29,0.496,0.314,0.191
2031-11-06,Thursday,Autumn,14.6,1,0,79,77,74,32,0.48,0.301,0.219
2031-11-07,Friday,Autumn,-0.5,1,0,67,78,78,39,0.411,0.334,0.255
2031-11-08,Saturday,Autumn,16.4,0,1,189,82,83,34,0.48,0.339,0.181
2031-11-09,Sunday,Autumn,9.1,0,0,124,83,85,45,0.456,0.326,0.218
2031-11-10,Monday,Autumn,25.8,0,0,131,72,89,47,0.486,0.309,0.205
2031-11-11,Tuesday,Autumn,15.2,0,0,110,75,82,48,0.463,0.313,0.223
2031-11-12,Wednesday,Autumn,11.8,0,0,94,84,76,51,0.471,0.298,0.231
2031-11-13,Thursday,Autumn,19.3,0,0,105,81,84,55,0.476,0.298,0.226
2031-11-14,Friday,Autumn,17.7,0,1,137,83,80,54,0.466,0.314,0.221
2031-11-15,Saturday,Autumn,4.0,0,0,128,81,75,53,0.436,0.313,0.251
2031-11-16,Sunday,Autumn,4.3,0,0,133,71,78,50,0.418,0.332,0.25
2031-11-17,Monday,Autumn,26.0,1,0,97,67,70,52,0.481,0.267,0.252
2031-11-18,Tuesday,Autumn,31.6,0,0,140,76,68,58,0.521,0.252,0.228
2031-11-19,Wednesday,Autumn,17.8,1,0,83,78,67,67,0.458,0.256,0.286
2031-11-20,Thursday,Autumn,25.0,0,0,133,69,67,65,0.483,0.261,0.256
2031-11-21,Friday,Autumn,18.6,0,1,155,70,61,69,0.452,0.279,0.269
2031-11-22,Saturday,Autumn,10.2,0,1,171,61,64,66,0.405,0.311,0.284
2031-11-23,Sunday,Autumn,15.1,0,0,132,63,60,61,0.453,0.272,0.275
2031-11-24,Monday,Autumn,11.1,0,0,106,70,68,55,0.449,0.294,0.257
2031-11-25,Tuesday,Autumn,14.0,1,0,74,70,71,54,0.442,0.286,0.272
2031-11-26,Wednesday,Autumn,28.6,0,0,132,69,74,56,0.497,0.274,0.229
2031-11-27,Thursday,Autumn,11.5,0,0,116,66,76,54,0.434,0.314,0.252
2031-11-28,Friday,Autumn,14.4,0,0,104,64,72,50,0.451,0.306,0.243
2031-11-29,Saturday,Autumn,16.0,0,0,135,65,64,42,0.48,0.292,0.228
2031-11-30,Sunday,Autumn,13.7,0,0,139,64,64,36,0.478,0.303,0.218
2031-12-01,Monday,Winter,-2.6,0,0,80,72,60,32,0.439,0.329,0.233
2031-12-02,Tuesday,Winter,24.2,0,0,105,68,64,40,0.516,0.275,0.209
2031-12-03,Wednesday,Winter,22.2,0,0,124,63,68,41,0.494,0.291,0.215
2031-12-04,Thursday,Winter,-13.8,0,0,58,59,69,34,0.329,0.403,0.269
2031-12-05,Friday,Winter,34.2,1,0,113,57,63,32,0.526,0.262,0.212
2031-12-06,Saturday,Winter,-3.0,0,0,103,57,70,32,0.386,0.374,0.24
2031-12-07,Sunday,Winter,18.3,1,0,133,52,70,21,0.469,0.322,0.21
2031-12-08,Monday,Winter,15.8,1,0,85,56,65,30,0.461,0.304,0.235
2031-12-09,Tuesday,Winter,16.1,1,0,77,60,65,28,0.473,0.301,0.226
2031-12-10,Wednesday,Winter,16.1,0,0,89,57,63,27,0.489,0.312,0.199
2031-12-11,Thursday,Winter,11.9,0,0,102,54,65,34,0.453,0.323,0.224
2031-12-12,Friday,Winter,6.6,1,0,66,54,70,27,0.415,0.342,0.242
2031-12-13,Saturday,Winter,16.8,0,0,163,55,70,20,0.488,0.335,0.177
2031-12-14,Sunday,Winter,25.6,0,0,142,53,74,6,0.532,0.338,0.129
2031-12-15,Monday,Winter,36.4,0,0,148,52,71,7,0.569,0.308,0.124
2031-12-16,Tuesday,Winter,17.4,0,0,114,56,74,11,0.5,0.35,0.15
2031-12-17,Wednesday,Winter,7.8,0,1,120,61,72,5,0.465,0.399,0.136
2031-12-18,Thursday,Winter,7.3,1,0,76,64,66,6,0.477,0.342,0.181
2031-12-19,Friday,Winter,40.3,0,0,136,56,62,8,0.599,0.277,0.124
2031-12-20,Saturday,Winter,13.9,0,0,140,53,53,5,0.527,0.324,0.149
2031-12-21,Sunday,Winter,11.9,0,0,142,58,51,5,0.533,0.317,0.15
2031-12-22,Monday,Winter,26.4,0,0,113,54,43,5,0.595,0.267,0.138
2031-12-23,Tuesday,Winter,15.2,0,0,109,60,39,5,0.574,0.275,0.15
2031-12-24,Wednesday,Winter,6.4,1,0,57,63,39,5,0.521,0.281,0.199
2031-12-25,Thursday,Winter,9.5,0,1,131,64,30,5,0.554,0.293,0.154
2031-12-26,Friday,Winter,6.0,0,0,83,65,29,5,0.57,0.264,0.166
2031-12-27,Saturday,Winter,15.3,1,1,153,70,31,8,0.556,0.26,0.184
2031-12-28,Sunday,Winter,13.9,0,0,140,69,18,6,0.631,0.208,0.161
2031-12-29,Monday,Winter,1.0,0,0,75,68,17,5,0.584,0.235,0.181
2031-12-30,Tuesday,Winter,23.6,0,1,138,69,21,5,0.63,0.232,0.138
2031-12-31,Wednesday,Winter,17.2,0,1,136,67,28,5,0.592,0.265,0.143
2032-01-01,Thursday,Winter,22.5,0,0,122,65,17,5,0.657,0.193,0.15
2032-01-02,Friday,Winter,26.9,1,0,115,65,7,6,0.663,0.15,0.188
2032-01-03,Saturday,Winter,6.1,0,0,109,61,12,8,0.596,0.211,0.193
2032-01-04,Sunday,Winter,11.5,0,0,127,58,10,15,0.6,0.19,0.211
2032-01-05,Monday,Winter,7.3,0,0,95,57,5,9,0.609,0.186,0.205
2032-01-06,Tuesday,Winter,26.3,0,0,121,56,10,6,0.67,0.173,0.158
2032-01-07,Wednesday,Winter,8.8,0,0,95,50,10,7,0.592,0.211,0.197
2032-01-08,Thursday,Winter,22.8,1,0,80,52,5,8,0.63,0.156,0.214
2032-01-09,Friday,Winter,12.1,0,0,95,53,5,13,0.61,0.178,0.212
2032-01-10,Saturday,Winter,13.6,0,0,131,55,5,15,0.614,0.172,0.214
2032-01-11,Sunday,Winter,18.2,0,0,151,45,5,12,0.621,0.175,0.205
2032-01-12,Monday,Winter,5.9,0,1,131,48,20,10,0.512,0.291,0.197
2032-01-13,Tuesday,Winter,3.6,1,1,88,55,26,5,0.491,0.296,0.212
2032-01-14,Wednesday,Winter,2.8,0,0,70,61,22,5,0.564,0.256,0.181
2032-01-15,Thursday,Winter,16.4,1,0,77,72,24,5,0.606,0.209,0.185
2032-01-16,Friday,Winter,24.1,0,0,107,74,16,10,0.665,0.178,0.157
2032-01-17,Saturday,Winter,8.6,1,1,149,70,5,8,0.583,0.203,0.214
2032-01-18,Sunday,Winter,4.5,0,0,121,67,7,5,0.624,0.193,0.184
2032-01-19,Monday,Winter,28.7,0,0,98,68,5,5,0.708,0.146,0.146
2032-01-20,Tuesday,Winter,-13.4,0,1,76,73,10,11,0.496,0.278,0.225
2032-01-21,Wednesday,Winter,30.7,0,1,171,69,11,12,0.656,0.189,0.154
2032-01-22,Thursday,Winter,19.3,0,0,111,75,9,5,0.682,0.166,0.152
2032-01-23,Friday,Winter,1.1,0,1,112,79,15,6,0.581,0.252,0.168
2032-01-24,Saturday,Winter,6.1,0,0,138,73,25,6,0.593,0.241,0.166
2032-01-25,Sunday,Winter,24.9,0,1,181,69,30,14,0.598,0.245,0.157
2032-01-26,Monday,Winter,20.1,0,0,113,60,32,20,0.576,0.233,0.192
2032-01-27,Tuesday,Winter,13.8,1,0,71,59,32,19,0.529,0.237,0.234
2032-01-28,Wednesday,Winter,10.6,0,1,133,66,26,17,0.546,0.265,0.19
2032-01-29,Thursday,Winter,28.9,0,1,149,76,22,9,0.645,0.216,0.139
2032-01-30,Friday,Winter,30.1,0,0,129,75,27,8,0.663,0.199,0.139
2032-01-31,Saturday,Winter,14.1,0,0,138,72,29,20,0.582,0.225,0.194
2032-02-01,Sunday,Winter,7.0,0,0,135,70,39,22,0.528,0.266,0.206
2032-02-02,Monday,Winter,32.1,1,0,106,65,47,20,0.573,0.234,0.192
2032-02-03,Tuesday,Winter,5.2,0,0,94,57,48,17,0.485,0.316,0.199
2032-02-04,Wednesday,Winter,11.0,0,1,117,66,50,14,0.509,0.325,0.166
2032-02-05,Thursday,Winter,0.6,0,0,85,70,50,15,0.493,0.318,0.189
2032-02-06,Friday,Winter,26.9,0,0,108,58,44,16,0.58,0.255,0.166
2032-02-07,Saturday,Winter,12.0,1,0,114,51,41,20,0.488,0.272,0.24
2032-02-08,Sunday,Winter,7.5,0,1,175,53,46,20,0.464,0.336,0.2
2032-02-09,Monday,Winter,0.2,1,0,64,49,53,20,0.406,0.337,0.257
2032-02-10,Tuesday,Winter,21.4,1,0,84,43,61,20,0.478,0.307,0.215
2032-02-11,Wednesday,Winter,5.1,0,1,110,47,62,24,0.407,0.384,0.209
2032-02-12,Thursday,Winter,-3.0,1,1,103,50,60,22,0.362,0.387,0.251
2032-02-13,Friday,Winter,9.7,1,0,69,53,60,21,0.45,0.32,0.23
2032-02-14,Saturday,Winter,34.6,1,0,134,50,58,13,0.552,0.272,0.176
2032-02-15,Sunday,Winter,13.6,0,0,147,52,54,13,0.507,0.319,0.174
2032-02-16,Monday,Winter,32.5,0,0,112,51,54,13,0.574,0.276,0.15
2032-02-17,Tuesday,Winter,34.2,1,0,107,53,49,12,0.572,0.251,0.177
2032-02-18,Wednesday,Winter,12.0,1,0,65,53,44,7,0.51,0.29,0.2
2032-02-19,Thursday,Winter,15.7,0,0,122,50,44,5,0.546,0.3,0.154
2032-02-20,Friday,Winter,15.5,0,0,94,54,40,5,0.562,0.285,0.154
2032-02-21,Saturday,Winter,8.3,1,0,156,57,32,11,0.518,0.258,0.224
2032-02-22,Sunday,Winter,8.8,0,0,148,52,38,13,0.517,0.291,0.193
2032-02-23,Monday,Winter,33.3,1,0,94,42,37,9,0.578,0.237,0.185
2032-02-24,Tuesday,Winter,3.9,0,0,74,50,38,5,0.505,0.318,0.176
2032-02-25,Wednesday,Winter,9.3,1,1,123,56,40,7,0.49,0.314,0.196
2032-02-26,Thursday,Winter,34.0,0,0,130,56,32,14,0.625,0.216,0.159
2032-02-27,Friday,Winter,10.5,0,0,74,54,39,14,0.525,0.285,0.19
2032-02-28,Saturday,Winter,17.1,1,0,125,53,30,10,0.552,0.239,0.21
2032-02-29,Sunday,Winter,2.9,0,0,128,59,33,12,0.518,0.284,0.198
2032-03-01,Monday,Spring,24.6,0,0,103,61,33,9,0.613,0.235,0.153
2032-03-02,Tuesday,Spring,9.9,0,0,102,57,30,9,0.558,0.263,0.179
2032-03-03,Wednesday,Spring,7.8,1,0,65,53,30,9,0.514,0.261,0.225
2032-03-04,Thursday,Spring,10.1,0,0,99,52,21,5,0.579,0.245,0.176
2032-03-05,Friday,Spring,26.1,1,0,115,51,10,10,0.623,0.167,0.21
2032-03-06,Saturday,Spring,25.3,0,0,156,57,14,11,0.646,0.182,0.171
2032-03-07,Sunday,Spring,21.4,0,0,139,50,15,18,0.603,0.193,0.204
2032-03-08,Monday,Spring,37.4,0,0,127,44,27,22,0.612,0.202,0.186
2032-03-09,Tuesday,Spring,20.6,0,0,111,38,21,19,0.561,0.223,0.216
2032-03-10,Wednesday,Spring,1.2,0,1,102,37,19,5,0.469,0.33,0.202
2032-03-11,Thursday,Spring,26.9,1,0,98,30,18,5,0.581,0.211,0.207
2032-03-12,Friday,Spring,5.3,1,0,63,34,14,5,0.496,0.244,0.259
2032-03-13,Saturday,Spring,5.3,1,0,101,34,9,8,0.501,0.222,0.277
2032-03-14,Sunday,Spring,-0.9,0,0,118,36,20,13,0.459,0.289,0.253
2032-03-15,Monday,Spring,16.3,0,0,98,28,24,5,0.544,0.271,0.185
2032-03-16,Tuesday,Spring,26.8,0,0,115,35,22,6,0.607,0.228,0.165
2032-03-17,Wednesday,Spring,13.5,0,0,93,41,24,10,0.55,0.255,0.195
2032-03-18,Thursday,Spring,11.0,1,0,82,37,19,10,0.513,0.237,0.25
2032-03-19,Friday,Spring,2.4,0,0,87,40,18,18,0.485,0.257,0.257
2032-03-20,Saturday,Spring,7.7,1,0,98,42,16,17,0.5,0.222,0.278
2032-03-21,Sunday,Spring,11.3,1,1,161,39,18,15,0.486,0.263,0.251
2032-03-22,Monday,Spring,20.5,0,1,136,39,25,17,0.533,0.27,0.196
2032-03-23,Tuesday,Spring,5.7,0,0,106,38,23,23,0.476,0.262,0.262
2032-03-24,Wednesday,Spring,17.6,1,0,86,39,26,20,0.513,0.232,0.255
2032-03-25,Thursday,Spring,20.2,0,0,116,32,32,25,0.511,0.258,0.231
2032-03-26,Friday,Spring,9.9,0,0,102,26,36,31,0.426,0.298,0.277
2032-03-27,Saturday,Spring,0.8,0,0,126,24,35,40,0.349,0.315,0.337
2032-03-28,Sunday,Spring,10.5,1,0,127,30,31,36,0.42,0.257,0.323
2032-03-29,Monday,Spring,9.9,0,0,103,28,32,38,0.426,0.275,0.299
2032-03-30,Tuesday,Spring,17.9,1,1,143,21,28,28,0.433,0.283,0.283
2032-03-31,Wednesday,Spring,22.9,0,0,114,24,28,26,0.511,0.248,0.241
2032-04-01,Thursday,Spring,-2.1,0,0,88,21,27,28,0.349,0.323,0.328
2032-04-02,Friday,Spring,27.1,0,1,146,15,23,22,0.504,0.273,0.223
2032-04-03,Saturday,Spring,8.1,0,0,140,5,31,25,0.365,0.333,0.303
2032-04-04,Sunday,Spring,17.7,0,0,144,5,32,19,0.44,0.31,0.251
2032-04-05,Monday,Spring,19.6,1,0,85,7,44,23,0.407,0.314,0.279
2032-04-06,Tuesday,Spring,26.9,1,1,127,5,36,15,0.446,0.316,0.237
2032-04-07,Wednesday,Spring,23.8,0,0,115,5,35,22,0.463,0.296,0.242
2032-04-08,Thursday,Spring,18.4,1,0,105,5,35,8,0.436,0.315,0.249
2032-04-09,Friday,Spring,10.2,0,0,103,5,28,5,0.428,0.349,0.223
2032-04-10,Saturday,Spring,30.2,0,0,172,8,24,5,0.563,0.26,0.177
2032-04-11,Sunday,Spring,27.6,0,0,162,5,29,5,0.531,0.287,0.181
2032-04-12,Monday,Spring,22.0,0,1,152,10,34,6,0.476,0.346,0.177
2032-04-13,Tuesday,Spring,15.2,0,1,156,11,28,5,0.455,0.354,0.191
2032-04-14,Wednesday,Spring,6.8,0,0,80,11,29,5,0.422,0.354,0.223
2032-04-15,Thursday,Spring,31.7,0,0,141,6,24,5,0.565,0.258,0.177
2032-04-16,Friday,Spring,8.3,1,0,84,10,20,5,0.423,0.296,0.281
2032-04-17,Saturday,Spring,19.7,1,0,129,13,17,5,0.511,0.244,0.244
2032-04-18,Sunday,Spring,8.0,1,0,110,18,11,5,0.47,0.249,0.281
2032-04-19,Monday,Spring,6.1,1,0,66,8,10,5,0.422,0.269,0.31
2032-04-20,Tuesday,Spring,5.9,0,0,74,17,7,8,0.487,0.254,0.259
2032-04-21,Wednesday,Spring,27.8,0,0,119,12,11,15,0.569,0.207,0.225
2032-04-22,Thursday,Spring,18.8,1,0,82,9,10,13,0.493,0.218,0.289
2032-04-23,Friday,Spring,13.0,1,0,69,10,14,9,0.46,0.252,0.288
2032-04-24,Saturday,Spring,31.9,0,1,176,15,15,16,0.554,0.245,0.202
2032-04-25,Sunday,Spring,24.2,0,0,150,16,7,19,0.561,0.193,0.246
2032-04-26,Monday,Spring,5.6,0,0,74,16,5,21,0.451,0.23,0.319
2032-04-27,Tuesday,Spring,16.4,1,0,91,12,5,18,0.487,0.196,0.316
2032-04-28,Wednesday,Spring,21.7,0,0,107,15,5,18,0.554,0.192,0.253
2032-04-29,Thursday,Spring,12.9,1,0,69,15,7,15,0.478,0.212,0.31
2032-04-30,Friday,Spring,6.8,1,0,82,21,12,24,0.427,0.229,0.344
2032-05-01,Saturday,Spring,-2.0,1,0,79,16,12,16,0.358,0.275,0.367
2032-05-02,Sunday,Spring,8.3,0,0,148,10,15,15,0.439,0.28,0.28
2032-05-03,Monday,Spring,15.3,0,0,126,5,18,16,0.461,0.275,0.264
2032-05-04,Tuesday,Spring,11.8,0,1,134,5,23,16,0.401,0.346,0.253
2032-05-05,Wednesday,Spring,26.2,1,0,121,5,16,18,0.498,0.221,0.281
2032-05-06,Thursday,Spring,9.1,0,0,93,5,15,18,0.419,0.282,0.299
2032-05-07,Friday,Spring,13.2,0,1,136,7,16,25,0.413,0.3,0.286
2032-05-08,Saturday,Spring,30.3,0,1,210,5,13,30,0.499,0.24,0.26
2032-05-09,Sunday,Spring,8.9,0,0,124,15,18,32,0.417,0.258,0.325
2032-05-10,Monday,Spring,21.8,0,0,101,19,22,29,0.5,0.236,0.264
2032-05-11,Tuesday,Spring,23.2,1,1,124,22,17,29,0.478,0.239,0.283
2032-05-12,Wednesday,Spring,28.3,0,0,133,19,19,26,0.542,0.215,0.242
2032-05-13,Thursday,Spring,16.4,0,0,92,19,13,24,0.503,0.224,0.274
2032-05-14,Friday,Spring,4.2,0,0,86,24,5,24,0.462,0.218,0.319
2032-05-15,Saturday,Spring,19.9,0,0,145,31,9,24,0.559,0.189,0.252
2032-05-16,Sunday,Spring,6.0,0,0,126,34,5,27,0.498,0.198,0.304
2032-05-17,Monday,Spring,28.4,0,0,119,40,6,32,0.599,0.153,0.248
2032-05-18,Tuesday,Spring,9.2,1,0,61,34,5,35,0.472,0.175,0.353
2032-05-19,Wednesday,Spring,14.5,1,0,92,46,5,39,0.519,0.154,0.327
2032-05-20,Thursday,Spring,27.1,1,0,92,31,8,36,0.54,0.158,0.302
2032-05-21,Friday,Spring,16.5,1,1,107,41,11,36,0.489,0.211,0.3
2032-05-22,Saturday,Spring,11.5,0,0,136,38,17,42,0.481,0.21,0.309
2032-05-23,Sunday,Spring,10.2,0,0,107,33,22,47,0.443,0.229,0.328
2032-05-24,Monday,Spring,31.9,0,0,121,34,26,49,0.529,0.198,0.272
2032-05-25,Tuesday,Spring,8.4,0,0,84,28,27,48,0.409,0.253,0.338
2032-05-26,Wednesday,Spring,0.4,0,1,127,22,23,39,0.34,0.321,0.339
2032-05-27,Thursday,Spring,15.0,0,0,107,13,20,44,0.423,0.238,0.34
2032-05-28,Friday,Spring,18.7,1,0,81,6,13,53,0.4,0.196,0.404
2032-05-29,Saturday,Spring,14.9,0,0,149,5,13,55,0.391,0.213,0.396
2032-05-30,Sunday,Spring,1.4,0,0,118,5,12,50,0.3,0.251,0.449
2032-05-31,Monday,Spring,12.9,0,0,93,5,13,43,0.399,0.23,0.371
2032-06-01,Tuesday,Summer,9.5,1,0,75,12,5,44,0.39,0.188,0.422
2032-06-02,Wednesday,Summer,29.0,1,0,107,6,7,39,0.49,0.169,0.341
2032-06-03,Thursday,Summer,7.0,0,0,117,8,11,43,0.371,0.235,0.394
2032-06-04,Friday,Summer,29.1,0,0,118,5,18,43,0.482,0.21,0.308
2032-06-05,Saturday,Summer,29.3,0,0,165,5,20,34,0.497,0.224,0.28
2032-06-06,Sunday,Summer,3.7,0,0,137,5,21,31,0.336,0.305,0.359
2032-06-07,Monday,Summer,7.0,0,0,95,5,29,26,0.358,0.329,0.313
2032-06-08,Tuesday,Summer,16.5,1,0,89,9,25,26,0.422,0.261,0.317
2032-06-09,Wednesday,Summer,33.2,1,0,108,11,29,27,0.502,0.231,0.267
2032-06-10,Thursday,Summer,3.6,0,1,108,14,28,24,0.351,0.363,0.286
2032-06-11,Friday,Summer,2.9,1,0,49,19,18,21,0.387,0.269,0.344
2032-06-12,Saturday,Summer,26.3,0,0,160,17,18,25,0.534,0.219,0.247
2032-06-13,Sunday,Summer,13.6,1,1,124,18,16,29,0.42,0.263,0.317
2032-06-14,Monday,Summer,10.5,1,0,83,19,16,37,0.412,0.223,0.365
2032-06-15,Tuesday,Summer,30.6,0,0,116,23,29,27,0.538,0.235,0.227
2032-06-16,Wednesday,Summer,19.6,0,0,119,29,36,23,0.498,0.276,0.226
2032-06-17,Thursday,Summer,17.5,0,0,113,28,36,20,0.491,0.286,0.223
2032-06-18,Friday,Summer,3.4,0,1,89,26,52,20,0.359,0.411,0.23
2032-06-19,Saturday,Summer,31.0,0,0,174,28,53,20,0.518,0.296,0.186
2032-06-20,Sunday,Summer,20.7,1,0,139,22,57,19,0.437,0.327,0.236
2032-06-21,Monday,Summer,12.0,1,0,68,14,57,20,0.368,0.365,0.267
2032-06-22,Tuesday,Summer,3.0,0,0,70,19,50,19,0.356,0.393,0.251
2032-06-23,Wednesday,Summer,19.5,0,0,104,15,45,20,0.452,0.324,0.224
2032-06-24,Thursday,Summer,30.2,0,0,137,12,47,15,0.502,0.309,0.19
2032-06-25,Friday,Summer,23.5,0,0,121,11,48,17,0.462,0.33,0.208
2032-06-26,Saturday,Summer,8.2,1,0,106,11,47,14,0.358,0.367,0.274
2032-06-27,Sunday,Summer,8.1,1,1,131,18,48,8,0.369,0.398,0.232
2032-06-28,Monday,Summer,13.9,0,0,110,8,53,5,0.412,0.403,0.186
2032-06-29,Tuesday,Summer,13.3,0,0,91,8,47,5,0.419,0.389,0.192
2032-06-30,Wednesday,Summer,13.3,0,0,100,9,51,5,0.415,0.398,0.187
2032-07-01,Thursday,Summer,10.1,0,0,93,8,45,5,0.401,0.397,0.201
2032-07-02,Friday,Summer,42.3,0,0,129,8,45,5,0.566,0.288,0.146
2032-07-03,Saturday,Summer,-5.0,1,0,93,5,38,12,0.239,0.42,0.341
2032-07-04,Sunday,Summer,19.0,1,1,156,7,49,14,0.391,0.372,0.238
2032-07-05,Monday,Summer,5.5,0,0,102,10,44,21,0.348,0.381,0.271
2032-07-06,Tuesday,Summer,15.4,1,0,84,5,47,21,0.374,0.342,0.284
2032-07-07,Wednesday,Summer,23.3,1,1,122,12,46,21,0.421,0.334,0.245
2032-07-08,Thursday,Summer,12.2,0,1,142,5,36,22,0.37,0.373,0.257
2032-07-09,Friday,Summer,-1.3,0,0,82,10,37,21,0.304,0.391,0.305
2032-07-10,Saturday,Summer,17.5,0,0,141,11,37,24,0.437,0.309,0.254
2032-07-11,Sunday,Summer,13.5,1,0,133,6,38,18,0.385,0.325,0.29
2032-07-12,Monday,Summer,6.9,1,0,77,11,32,16,0.371,0.324,0.305
2032-07-13,Tuesday,Summer,15.1,0,0,108,13,25,11,0.48,0.293,0.226
2032-07-14,Wednesday,Summer,19.2,0,0,87,24,29,12,0.521,0.276,0.203
2032-07-15,Thursday,Summer,6.7,1,0,63,27,20,15,0.448,0.26,0.292
2032-07-16,Friday,Summer,5.4,0,0,82,36,17,24,0.48,0.244,0.276
2032-07-17,Saturday,Summer,16.4,0,0,153,33,17,17,0.545,0.228,0.228
2032-07-18,Sunday,Summer,2.5,0,1,153,35,17,15,0.453,0.307,0.241
